Typical Measured Spectrum of Semrock FF01-542/50 Optical Filter	
440.0	6.0302e-08
440.2	5.2263e-08
440.4	4.5296e-08
440.6	3.9257e-08
440.8	3.4023e-08
441.0	2.9488e-08
441.2	3.2306e-08
441.4	3.796e-08
441.6	4.4603e-08
441.8	5.241e-08
442.0	6.1583e-08
442.2	7.236e-08
442.4	8.5025e-08
442.6	9.9906e-08
442.8	1.1739e-07
443.0	1.3794e-07
443.2	1.3665e-07
443.4	1.2349e-07
443.6	1.116e-07
443.8	1.0086e-07
444.0	9.1146e-08
444.2	8.237e-08
444.4	7.4438e-08
444.6	6.7271e-08
444.8	6.0794e-08
445.0	5.494e-08
445.2	4.5073e-08
445.4	3.6978e-08
445.6	3.0337e-08
445.8	2.4889e-08
446.0	2.0419e-08
446.2	1.6752e-08
446.4	1.3744e-08
446.6	1.1275e-08
446.8	9.2504e-09
447.0	7.5891e-09
447.2	7.5404e-09
447.4	7.5443e-09
447.6	7.5483e-09
447.8	7.5522e-09
448.0	7.5561e-09
448.2	7.56e-09
448.4	7.5639e-09
448.6	7.5678e-09
448.8	7.5718e-09
449.0	7.5757e-09
449.2	7.5822e-09
449.4	7.5891e-09
449.6	7.5961e-09
449.8	7.6031e-09
450.0	7.61e-09
450.2	7.617e-09
450.4	7.624e-09
450.6	7.631e-09
450.8	7.638e-09
451.0	7.645e-09
451.2	7.6016e-09
451.4	7.5403e-09
451.6	7.4796e-09
451.8	7.4194e-09
452.0	7.3596e-09
452.2	7.3003e-09
452.4	7.2415e-09
452.6	7.1832e-09
452.8	7.1253e-09
453.0	7.0679e-09
453.2	7.0415e-09
453.4	7.0333e-09
453.6	7.0252e-09
453.8	7.0171e-09
454.0	7.009e-09
454.2	7.001e-09
454.4	6.9929e-09
454.6	6.9848e-09
454.8	6.9768e-09
455.0	6.9687e-09
455.2	6.9855e-09
455.4	7.0022e-09
455.6	7.019e-09
455.8	7.0359e-09
456.0	7.0528e-09
456.2	7.0697e-09
456.4	7.0867e-09
456.6	7.1037e-09
456.8	7.1207e-09
457.0	7.1378e-09
457.2	7.1675e-09
457.4	7.1973e-09
457.6	7.2272e-09
457.8	7.2572e-09
458.0	7.2874e-09
458.2	7.3177e-09
458.4	7.3481e-09
458.6	7.3787e-09
458.8	7.4094e-09
459.0	7.4402e-09
459.2	9.125e-09
459.4	1.1486e-08
459.6	1.4458e-08
459.8	1.8198e-08
460.0	2.2906e-08
460.2	2.8833e-08
460.4	3.6293e-08
460.6	4.5683e-08
460.8	5.7502e-08
461.0	7.2379e-08
461.2	7.4771e-08
461.4	7.2935e-08
461.6	7.1144e-08
461.8	6.9398e-08
462.0	6.7694e-08
462.2	6.6032e-08
462.4	6.4411e-08
462.6	6.2829e-08
462.8	6.1287e-08
463.0	5.9782e-08
463.2	5.1709e-08
463.4	4.2155e-08
463.6	3.4367e-08
463.8	2.8017e-08
464.0	2.284e-08
464.2	1.862e-08
464.4	1.518e-08
464.6	1.2375e-08
464.8	1.0089e-08
465.0	8.2248e-09
465.2	1.0602e-08
465.4	1.3665e-08
465.6	1.7615e-08
465.8	2.2705e-08
466.0	2.9267e-08
466.2	3.7724e-08
466.4	4.8626e-08
466.6	6.2679e-08
466.8	8.0792e-08
467.0	1.0414e-07
467.2	9.3436e-08
467.4	8.3214e-08
467.6	7.4111e-08
467.8	6.6003e-08
468.0	5.8782e-08
468.2	5.2352e-08
468.4	4.6624e-08
468.6	4.1524e-08
468.8	3.6981e-08
469.0	3.2935e-08
469.2	3.614e-08
469.4	4.0856e-08
469.6	4.6187e-08
469.8	5.2214e-08
470.0	5.9028e-08
470.2	6.6731e-08
470.4	7.5439e-08
470.6	8.5284e-08
470.8	9.6413e-08
471.0	1.0899e-07
471.2	1.1389e-07
471.4	1.1632e-07
471.6	1.188e-07
471.8	1.2133e-07
472.0	1.2392e-07
472.2	1.2656e-07
472.4	1.2926e-07
472.6	1.3202e-07
472.8	1.3483e-07
473.0	1.377e-07
473.2	1.4692e-07
473.4	1.6009e-07
473.6	1.7443e-07
473.8	1.9006e-07
474.0	2.0709e-07
474.2	2.2565e-07
474.4	2.4587e-07
474.6	2.679e-07
474.8	2.9191e-07
475.0	3.1806e-07
475.2	3.4738e-07
475.4	3.7939e-07
475.6	4.1435e-07
475.8	4.5254e-07
476.0	4.9425e-07
476.2	5.398e-07
476.4	5.8954e-07
476.6	6.4388e-07
476.8	7.0322e-07
477.0	7.6802e-07
477.2	7.974e-07
477.4	8.2592e-07
477.6	8.5547e-07
477.8	8.8607e-07
478.0	9.1777e-07
478.2	9.506e-07
478.4	9.846e-07
478.6	1.0198e-06
478.8	1.0563e-06
479.0	1.0941e-06
479.2	1.126e-06
479.4	1.1576e-06
479.6	1.1901e-06
479.8	1.2234e-06
480.0	1.2578e-06
480.2	1.293e-06
480.4	1.3293e-06
480.6	1.3666e-06
480.8	1.4049e-06
481.0	1.4443e-06
481.2	1.4589e-06
481.4	1.4655e-06
481.6	1.4721e-06
481.8	1.4788e-06
482.0	1.4855e-06
482.2	1.4922e-06
482.4	1.4989e-06
482.6	1.5056e-06
482.8	1.5124e-06
483.0	1.5193e-06
483.2	1.5046e-06
483.4	1.4795e-06
483.6	1.4548e-06
483.8	1.4305e-06
484.0	1.4066e-06
484.2	1.3831e-06
484.4	1.36e-06
484.6	1.3373e-06
484.8	1.315e-06
485.0	1.293e-06
485.2	1.2737e-06
485.4	1.256e-06
485.6	1.244e-06
485.8	1.2712e-06
486.0	1.299e-06
486.2	1.2915e-06
486.4	1.2608e-06
486.6	1.2618e-06
486.8	1.2893e-06
487.0	1.319e-06
487.2	1.4298e-06
487.4	1.5499e-06
487.6	1.5978e-06
487.8	1.5649e-06
488.0	1.5644e-06
488.2	1.6035e-06
488.4	1.6437e-06
488.6	1.6689e-06
488.8	1.6933e-06
489.0	1.7211e-06
489.2	1.754e-06
489.4	1.815e-06
489.6	1.9319e-06
489.8	2.0563e-06
490.0	2.0729e-06
490.2	2.0664e-06
490.4	2.0601e-06
490.6	2.0538e-06
490.8	2.0698e-06
491.0	2.1723e-06
491.2	2.2799e-06
491.4	2.3651e-06
491.6	2.4407e-06
491.8	2.5364e-06
492.0	2.7313e-06
492.2	2.9222e-06
492.4	2.975e-06
492.6	3.0287e-06
492.8	3.121e-06
493.0	3.2426e-06
493.2	3.383e-06
493.4	3.7282e-06
493.6	4.1034e-06
493.8	4.2387e-06
494.0	4.3785e-06
494.2	4.5734e-06
494.4	4.8302e-06
494.6	5.1014e-06
494.8	5.4615e-06
495.0	5.8491e-06
495.2	6.2778e-06
495.4	6.739e-06
495.6	7.2449e-06
495.8	7.8062e-06
496.0	8.4111e-06
496.2	8.8983e-06
496.4	9.3902e-06
496.6	1.0137e-05
496.8	1.0994e-05
497.0	1.1857e-05
497.2	1.2626e-05
497.4	1.3444e-05
497.6	1.4401e-05
497.8	1.5451e-05
498.0	1.6675e-05
498.2	1.8035e-05
498.4	1.9482e-05
498.6	2.095e-05
498.8	2.2529e-05
499.0	2.4571e-05
499.2	2.6968e-05
499.4	2.9461e-05
499.6	3.2099e-05
499.8	3.4963e-05
500.0	3.8001e-05
500.2	4.1302e-05
500.4	4.4843e-05
500.6	4.8652e-05
500.8	5.2924e-05
501.0	5.7701e-05
501.2	6.2921e-05
501.4	6.9266e-05
501.6	7.6252e-05
501.8	8.3682e-05
502.0	9.1551e-05
502.2	1.0043e-04
502.4	1.1112e-04
502.6	1.2292e-04
502.8	1.3576e-04
503.0	1.5e-04
503.2	1.674e-04
503.4	1.8682e-04
503.6	2.0801e-04
503.8	2.3179e-04
504.0	2.5852e-04
504.2	2.8905e-04
504.4	3.2458e-04
504.6	3.6591e-04
504.8	4.1384e-04
505.0	4.681e-04
505.2	5.2875e-04
505.4	5.9881e-04
505.6	6.7792e-04
505.8	7.7595e-04
506.0	8.8243e-04
506.2	0.001
506.4	0.00113
506.6	0.0013
506.8	0.00149
507.0	0.00172
507.2	0.00197
507.4	0.00228
507.6	0.00265
507.8	0.00315
508.0	0.00364
508.2	0.00425
508.4	0.00498
508.6	0.00587
508.8	0.0069
509.0	0.00816
509.2	0.00965
509.4	0.01148
509.6	0.01367
509.8	0.0163
510.0	0.01954
510.2	0.02348
510.4	0.02834
510.6	0.0334
510.8	0.04051
511.0	0.0494
511.2	0.06035
511.4	0.07402
511.6	0.09095
511.8	0.11192
512.0	0.13507
512.2	0.16579
512.4	0.20359
512.6	0.24881
512.8	0.30224
513.0	0.36385
513.2	0.4328
513.4	0.51117
513.6	0.58979
513.8	0.66656
514.0	0.73913
514.2	0.80281
514.4	0.85731
514.6	0.90156
514.8	0.93428
515.0	0.95832
515.2	0.97478
515.4	0.98621
515.6	0.99307
515.8	0.99578
516.0	0.99786
516.2	0.99778
516.4	0.99727
516.6	0.99662
516.8	0.99621
517.0	0.99391
517.2	0.99306
517.4	0.99219
517.6	0.99107
517.8	0.98948
518.0	0.9888
518.2	0.98725
518.4	0.98543
518.6	0.98401
518.8	0.98296
519.0	0.98098
519.2	0.97971
519.4	0.97811
519.6	0.97695
519.8	0.97647
520.0	0.97499
520.2	0.97418
520.4	0.97321
520.6	0.97309
520.8	0.97325
521.0	0.97329
521.2	0.97374
521.4	0.97465
521.6	0.97551
521.8	0.97696
522.0	0.97841
522.2	0.97974
522.4	0.98196
522.6	0.98309
522.8	0.98542
523.0	0.98733
523.2	0.98926
523.4	0.99107
523.6	0.99275
523.8	0.9944
524.0	0.99577
524.2	0.99744
524.4	0.99827
524.6	0.99861
524.8	0.99939
525.0	0.9995
525.2	0.99965
525.4	0.9996
525.6	0.99943
525.8	0.9985
526.0	0.99811
526.2	0.99722
526.4	0.99675
526.6	0.99546
526.8	0.99436
527.0	0.99311
527.2	0.99199
527.4	0.99097
527.6	0.98994
527.8	0.98883
528.0	0.98765
528.2	0.98674
528.4	0.98576
528.6	0.98481
528.8	0.98431
529.0	0.9839
529.2	0.98299
529.4	0.98224
529.6	0.9821
529.8	0.98195
530.0	0.98136
530.2	0.98182
530.4	0.98188
530.6	0.98193
530.8	0.98237
531.0	0.98264
531.2	0.98301
531.4	0.98364
531.6	0.98443
531.8	0.98544
532.0	0.98559
532.2	0.9868
532.4	0.98738
532.6	0.98876
532.8	0.98968
533.0	0.99045
533.2	0.99205
533.4	0.99259
533.6	0.99391
533.8	0.99497
534.0	0.99591
534.2	0.99615
534.4	0.99696
534.6	0.99826
534.8	0.99854
535.0	0.99902
535.2	0.99863
535.4	0.99856
535.6	0.99907
535.8	0.9978
536.0	0.99748
536.2	0.9967
536.4	0.99606
536.6	0.99476
536.8	0.99302
537.0	0.99153
537.2	0.98986
537.4	0.98783
537.6	0.98541
537.8	0.9834
538.0	0.9807
538.2	0.978
538.4	0.9755
538.6	0.97306
538.8	0.97098
539.0	0.9683
539.2	0.96559
539.4	0.96347
539.6	0.96161
539.8	0.95912
540.0	0.95705
540.2	0.95562
540.4	0.95436
540.6	0.95295
540.8	0.95192
541.0	0.9511
541.2	0.95067
541.4	0.95121
541.6	0.95124
541.8	0.95204
542.0	0.95308
542.2	0.95376
542.4	0.95575
542.6	0.95705
542.8	0.95931
543.0	0.96096
543.2	0.96305
543.4	0.96551
543.6	0.96825
543.8	0.97049
544.0	0.97327
544.2	0.97556
544.4	0.97783
544.6	0.98043
544.8	0.98269
545.0	0.98476
545.2	0.98668
545.4	0.9886
545.6	0.99008
545.8	0.99102
546.0	0.99201
546.2	0.99253
546.4	0.99287
546.6	0.99299
546.8	0.99253
547.0	0.99212
547.2	0.99201
547.4	0.99142
547.6	0.99037
547.8	0.98897
548.0	0.98809
548.2	0.98681
548.4	0.98561
548.6	0.98408
548.8	0.98314
549.0	0.98166
549.2	0.98056
549.4	0.97931
549.6	0.97922
549.8	0.97866
550.0	0.97785
550.2	0.97735
550.4	0.97758
550.6	0.97755
550.8	0.97778
551.0	0.9779
551.2	0.97883
551.4	0.97921
551.6	0.98014
551.8	0.98109
552.0	0.98149
552.2	0.98285
552.4	0.98422
552.6	0.98524
552.8	0.98654
553.0	0.98793
553.2	0.98838
553.4	0.98987
553.6	0.99083
553.8	0.99188
554.0	0.99215
554.2	0.99265
554.4	0.99309
554.6	0.99342
554.8	0.99343
555.0	0.99368
555.2	0.99315
555.4	0.99341
555.6	0.99301
555.8	0.99309
556.0	0.99265
556.2	0.99213
556.4	0.99177
556.6	0.99116
556.8	0.99068
557.0	0.99026
557.2	0.98866
557.4	0.98829
557.6	0.98814
557.8	0.98721
558.0	0.98605
558.2	0.98487
558.4	0.98399
558.6	0.98256
558.8	0.98135
559.0	0.9803
559.2	0.97922
559.4	0.97732
559.6	0.97608
559.8	0.97444
560.0	0.97179
560.2	0.97015
560.4	0.96854
560.6	0.96657
560.8	0.96477
561.0	0.9632
561.2	0.96151
561.4	0.95981
