Typical Measured Spectrum of Semrock FF01-542/50 Optical Filter	
840.2	0.00331
840.4	0.00329
840.6	0.00325
840.8	0.00324
841.0	0.00321
841.2	0.00319
841.4	0.00317
841.6	0.00314
841.8	0.00313
842.0	0.00309
842.2	0.00307
842.4	0.00305
842.6	0.00302
842.8	0.003
843.0	0.00297
843.2	0.00295
843.4	0.00293
843.6	0.00292
843.8	0.00289
844.0	0.00287
844.2	0.00286
844.4	0.00284
844.6	0.00282
844.8	0.0028
845.0	0.00278
845.2	0.00275
845.4	0.00273
845.6	0.00271
845.8	0.00269
846.0	0.00267
846.2	0.00266
846.4	0.00264
846.6	0.00262
846.8	0.00261
847.0	0.00261
847.2	0.00258
847.4	0.00257
847.6	0.00256
847.8	0.00254
848.0	0.00254
848.2	0.00252
848.4	0.00251
848.6	0.00251
848.8	0.00248
849.0	0.00249
849.2	0.00246
849.4	0.00246
849.6	0.00245
849.8	0.00245
850.0	0.00243
850.2	0.00243
850.4	0.00242
850.6	0.00242
850.8	0.00242
851.0	0.00241
851.2	0.00239
851.4	0.00239
851.6	0.00239
851.8	0.00238
852.0	0.00238
852.2	0.00238
852.4	0.00238
852.6	0.00238
852.8	0.00237
853.0	0.00237
853.2	0.00237
853.4	0.00238
853.6	0.00237
853.8	0.00237
854.0	0.00237
854.2	0.00237
854.4	0.00237
854.6	0.00238
854.8	0.00238
855.0	0.00239
855.2	0.00239
855.4	0.0024
855.6	0.0024
855.8	0.00239
856.0	0.00241
856.2	0.0024
856.4	0.00241
856.6	0.00241
856.8	0.00242
857.0	0.00242
857.2	0.00244
857.4	0.00245
857.6	0.00245
857.8	0.00246
858.0	0.00247
858.2	0.00247
858.4	0.00248
858.6	0.00248
858.8	0.0025
859.0	0.0025
859.2	0.00251
859.4	0.00252
859.6	0.00254
859.8	0.00255
860.0	0.00255
860.2	0.00256
860.4	0.00258
860.6	0.00258
860.8	0.0026
861.0	0.00261
861.2	0.00262
861.4	0.00263
861.6	0.00264
861.8	0.00264
862.0	0.00266
862.2	0.00267
862.4	0.00269
862.6	0.00269
862.8	0.00271
863.0	0.00273
863.2	0.00273
863.4	0.00273
863.6	0.00275
863.8	0.00276
864.0	0.00278
864.2	0.00278
864.4	0.00279
864.6	0.0028
864.8	0.00283
865.0	0.00284
865.2	0.00284
865.4	0.00285
865.6	0.00285
865.8	0.00287
866.0	0.00288
866.2	0.00289
866.4	0.0029
866.6	0.00291
866.8	0.00292
867.0	0.00294
867.2	0.00294
867.4	0.00295
867.6	0.00296
867.8	0.00297
868.0	0.00299
868.2	0.00298
868.4	0.00298
868.6	0.003
868.8	0.00302
869.0	0.00301
869.2	0.00302
869.4	0.00301
869.6	0.00303
869.8	0.00304
870.0	0.00304
870.2	0.00303
870.4	0.00304
870.6	0.00305
870.8	0.00306
871.0	0.00306
871.2	0.00306
871.4	0.00307
871.6	0.00306
871.8	0.00306
872.0	0.00308
872.2	0.00308
872.4	0.00307
872.6	0.00308
872.8	0.00308
873.0	0.00308
873.2	0.00309
873.4	0.00309
873.6	0.00309
873.8	0.00308
874.0	0.0031
874.2	0.0031
874.4	0.0031
874.6	0.0031
874.8	0.0031
875.0	0.00309
875.2	0.0031
875.4	0.00311
875.6	0.00312
875.8	0.00312
876.0	0.00313
876.2	0.00312
876.4	0.00313
876.6	0.00313
876.8	0.00313
877.0	0.00313
877.2	0.00313
877.4	0.00313
877.6	0.00314
877.8	0.00316
878.0	0.00314
878.2	0.00315
878.4	0.00314
878.6	0.00316
878.8	0.00315
879.0	0.00317
879.2	0.00317
879.4	0.00317
879.6	0.00318
879.8	0.00318
880.0	0.00319
880.2	0.00319
880.4	0.0032
880.6	0.0032
880.8	0.0032
881.0	0.00321
881.2	0.00322
881.4	0.00324
881.6	0.00324
881.8	0.00324
882.0	0.00326
882.2	0.00325
882.4	0.00327
882.6	0.00328
882.8	0.00328
883.0	0.00331
883.2	0.00331
883.4	0.00332
883.6	0.00332
883.8	0.00334
884.0	0.00335
884.2	0.00335
884.4	0.00337
884.6	0.00338
884.8	0.00338
885.0	0.00339
885.2	0.0034
885.4	0.00341
885.6	0.00342
885.8	0.00345
886.0	0.00347
886.2	0.00347
886.4	0.00348
886.6	0.00349
886.8	0.0035
887.0	0.0035
887.2	0.00352
887.4	0.00353
887.6	0.00355
887.8	0.00356
888.0	0.00357
888.2	0.00357
888.4	0.00358
888.6	0.00358
888.8	0.00358
889.0	0.00362
889.2	0.00361
889.4	0.00363
889.6	0.00363
889.8	0.00364
890.0	0.00364
890.2	0.00364
890.4	0.00364
890.6	0.00364
890.8	0.00366
891.0	0.00366
891.2	0.00366
891.4	0.00364
891.6	0.00365
891.8	0.00364
892.0	0.00364
892.2	0.00364
892.4	0.00364
892.6	0.00365
892.8	0.00363
893.0	0.00362
893.2	0.00361
893.4	0.00359
893.6	0.00357
893.8	0.00357
894.0	0.00355
894.2	0.00354
894.4	0.00353
894.6	0.00354
894.8	0.00351
895.0	0.0035
895.2	0.00347
895.4	0.00344
895.6	0.00341
895.8	0.0034
896.0	0.00338
896.2	0.00335
896.4	0.00333
896.6	0.00331
896.8	0.00328
897.0	0.00324
897.2	0.00321
897.4	0.0032
897.6	0.00318
897.8	0.00315
898.0	0.00311
898.2	0.00309
898.4	0.00306
898.6	0.00302
898.8	0.00299
899.0	0.00296
899.2	0.00293
899.4	0.00292
899.6	0.00289
899.8	0.00286
900.0	0.00284
900.2	0.0028
900.4	0.00277
900.6	0.00274
900.8	0.00271
901.0	0.00267
901.2	0.00264
901.4	0.00262
901.6	0.0026
901.8	0.00257
902.0	0.00255
902.2	0.00251
902.4	0.00249
902.6	0.00246
902.8	0.00244
903.0	0.00241
903.2	0.00238
903.4	0.00235
903.6	0.00233
903.8	0.0023
904.0	0.00228
904.2	0.00225
904.4	0.00224
904.6	0.00222
904.8	0.0022
905.0	0.00217
905.2	0.00214
905.4	0.00211
905.6	0.00208
905.8	0.00205
906.0	0.00203
906.2	0.00203
906.4	0.002
906.6	0.00199
906.8	0.00196
907.0	0.00196
907.2	0.00194
907.4	0.00192
907.6	0.0019
907.8	0.00189
908.0	0.00187
908.2	0.00186
908.4	0.00185
908.6	0.00184
908.8	0.00182
909.0	0.00181
909.2	0.00179
909.4	0.00179
909.6	0.00178
909.8	0.00178
910.0	0.00176
910.2	0.00175
910.4	0.00174
910.6	0.00174
910.8	0.00173
911.0	0.00172
911.2	0.00171
911.4	0.00171
911.6	0.0017
911.8	0.00169
912.0	0.00168
912.2	0.00168
912.4	0.00168
912.6	0.00167
912.8	0.00166
913.0	0.00167
913.2	0.00166
913.4	0.00165
913.6	0.00165
913.8	0.00165
914.0	0.00165
914.2	0.00166
914.4	0.00166
914.6	0.00166
914.8	0.00166
915.0	0.00166
915.2	0.00167
915.4	0.00167
915.6	0.00168
915.8	0.00167
916.0	0.00168
916.2	0.00168
916.4	0.00169
916.6	0.00168
916.8	0.00169
917.0	0.00171
917.2	0.0017
917.4	0.00171
917.6	0.00172
917.8	0.00172
918.0	0.00174
918.2	0.00175
918.4	0.00175
918.6	0.00175
918.8	0.00177
919.0	0.00177
919.2	0.00179
919.4	0.0018
919.6	0.00181
919.8	0.00182
920.0	0.00183
920.2	0.00184
920.4	0.00186
920.6	0.00188
920.8	0.00189
921.0	0.00191
921.2	0.00191
921.4	0.00193
921.6	0.00195
921.8	0.00197
922.0	0.00199
922.2	0.002
922.4	0.00201
922.6	0.00204
922.8	0.00207
923.0	0.00208
923.2	0.0021
923.4	0.00211
923.6	0.00215
923.8	0.00216
924.0	0.00219
924.2	0.00221
924.4	0.00223
924.6	0.00227
924.8	0.00229
925.0	0.00232
925.2	0.00235
925.4	0.00239
925.6	0.00242
925.8	0.00246
926.0	0.00249
926.2	0.00254
926.4	0.00257
926.6	0.00261
926.8	0.00264
927.0	0.00267
927.2	0.0027
927.4	0.00273
927.6	0.00278
927.8	0.00283
928.0	0.00286
928.2	0.00289
928.4	0.00294
928.6	0.00297
928.8	0.00301
929.0	0.00306
929.2	0.0031
929.4	0.00316
929.6	0.0032
929.8	0.00325
930.0	0.00329
930.2	0.00333
930.4	0.00337
930.6	0.00342
930.8	0.00347
931.0	0.0035
931.2	0.00355
931.4	0.0036
931.6	0.00365
931.8	0.00369
932.0	0.00374
932.2	0.00379
932.4	0.00382
932.6	0.00388
932.8	0.00392
933.0	0.00397
933.2	0.00401
933.4	0.00405
933.6	0.0041
933.8	0.00413
934.0	0.00419
934.2	0.00424
934.4	0.00427
934.6	0.0043
934.8	0.00433
935.0	0.00438
935.2	0.00441
935.4	0.00445
935.6	0.00448
935.8	0.00453
936.0	0.00456
936.2	0.00457
936.4	0.0046
936.6	0.00462
936.8	0.00463
937.0	0.00464
937.2	0.00469
937.4	0.0047
937.6	0.00471
937.8	0.00473
938.0	0.00471
938.2	0.00475
938.4	0.00475
938.6	0.00474
938.8	0.00476
939.0	0.00475
939.2	0.00476
939.4	0.00476
939.6	0.00476
939.8	0.00475
940.0	0.00474
940.2	0.00475
940.4	0.00472
940.6	0.0047
940.8	0.00469
941.0	0.00467
941.2	0.00469
941.4	0.00465
941.6	0.00462
941.8	0.00461
942.0	0.00459
942.2	0.00458
942.4	0.00457
942.6	0.00454
942.8	0.00454
943.0	0.0045
943.2	0.00448
943.4	0.00448
943.6	0.00442
943.8	0.00439
944.0	0.00436
944.2	0.00436
944.4	0.00433
944.6	0.00429
944.8	0.00428
945.0	0.00425
945.2	0.00423
945.4	0.00422
945.6	0.0042
945.8	0.0042
946.0	0.00417
946.2	0.00416
946.4	0.00411
946.6	0.00411
946.8	0.0041
947.0	0.00406
947.2	0.00404
947.4	0.00401
947.6	0.004
947.8	0.00401
948.0	0.004
948.2	0.00398
948.4	0.00397
948.6	0.00394
948.8	0.00393
949.0	0.00391
949.2	0.00387
949.4	0.00388
949.6	0.00385
949.8	0.00386
950.0	0.00386
950.2	0.00384
950.4	0.00382
950.6	0.00384
950.8	0.00381
951.0	0.00381
951.2	0.0038
951.4	0.00378
951.6	0.0038
951.8	0.00376
952.0	0.00376
952.2	0.00374
952.4	0.00374
952.6	0.00377
952.8	0.00377
953.0	0.00377
953.2	0.00378
953.4	0.00377
953.6	0.00377
953.8	0.00376
954.0	0.00376
954.2	0.00375
954.4	0.00375
954.6	0.00377
954.8	0.00377
955.0	0.00381
955.2	0.0038
955.4	0.0038
955.6	0.00379
955.8	0.0038
956.0	0.0038
956.2	0.00379
956.4	0.0038
956.6	0.00382
956.8	0.00382
957.0	0.00387
957.2	0.00387
957.4	0.00387
957.6	0.00389
957.8	0.00389
958.0	0.00389
958.2	0.00391
958.4	0.00392
958.6	0.00394
958.8	0.00396
959.0	0.00398
959.2	0.004
959.4	0.00402
959.6	0.004
959.8	0.00403
960.0	0.00406
960.2	0.00404
960.4	0.00408
960.6	0.00412
960.8	0.0041
961.0	0.00413
961.2	0.00414
961.4	0.00413
961.6	0.00416
961.8	0.00418
962.0	0.00418
962.2	0.00423
962.4	0.00423
962.6	0.00425
962.8	0.00426
963.0	0.00426
963.2	0.00424
963.4	0.00429
963.6	0.0043
963.8	0.0043
964.0	0.00432
964.2	0.00436
964.4	0.00435
964.6	0.00434
964.8	0.00436
965.0	0.00435
965.2	0.00435
965.4	0.00435
965.6	0.00434
965.8	0.00441
966.0	0.00439
966.2	0.00437
966.4	0.00439
966.6	0.00436
966.8	0.00436
967.0	0.00438
967.2	0.00439
967.4	0.00438
967.6	0.00436
967.8	0.00435
968.0	0.00432
968.2	0.00431
968.4	0.00433
968.6	0.0043
968.8	0.00431
969.0	0.00427
969.2	0.00423
969.4	0.00422
969.6	0.00422
969.8	0.00419
970.0	0.0042
970.2	0.0042
970.4	0.00414
970.6	0.0041
970.8	0.00408
971.0	0.00404
971.2	0.00401
971.4	0.00401
971.6	0.00396
971.8	0.00394
972.0	0.00391
972.2	0.00389
972.4	0.00385
972.6	0.00383
972.8	0.00381
973.0	0.00375
973.2	0.00374
973.4	0.0037
973.6	0.00365
973.8	0.00362
974.0	0.0036
974.2	0.00358
974.4	0.00353
974.6	0.00349
974.8	0.00348
975.0	0.00342
975.2	0.00339
975.4	0.00335
975.6	0.00332
975.8	0.00325
976.0	0.00324
976.2	0.00322
976.4	0.00318
976.6	0.00314
976.8	0.00312
977.0	0.00307
977.2	0.00304
977.4	0.00302
977.6	0.003
977.8	0.00297
978.0	0.00294
978.2	0.00289
978.4	0.00287
978.6	0.00285
978.8	0.00283
979.0	0.0028
979.2	0.00276
979.4	0.00273
979.6	0.00272
979.8	0.00268
980.0	0.00267
980.2	0.00266
980.4	0.00262
980.6	0.00259
980.8	0.00257
981.0	0.00256
981.2	0.00253
981.4	0.00251
981.6	0.00248
981.8	0.00246
982.0	0.00244
982.2	0.00243
982.4	0.00242
982.6	0.00238
982.8	0.00236
983.0	0.00235
983.2	0.00234
983.4	0.00232
983.6	0.00231
983.8	0.00229
984.0	0.00228
984.2	0.00226
984.4	0.00224
984.6	0.00225
984.8	0.00223
985.0	0.0022
985.2	0.00222
985.4	0.00224
985.6	0.00226
985.8	0.00227
986.0	0.00225
986.2	0.00224
986.4	0.00223
986.6	0.00223
986.8	0.00221
987.0	0.0022
987.2	0.00219
987.4	0.00218
987.6	0.00218
987.8	0.00216
988.0	0.00216
988.2	0.00215
988.4	0.00216
988.6	0.00214
988.8	0.00213
989.0	0.00213
989.2	0.00213
989.4	0.00212
989.6	0.00212
989.8	0.00211
990.0	0.00211
990.2	0.00211
990.4	0.0021
990.6	0.00211
990.8	0.0021
991.0	0.00211
991.2	0.0021
991.4	0.0021
991.6	0.00211
991.8	0.00211
992.0	0.0021
992.2	0.00211
992.4	0.00211
992.6	0.00212
992.8	0.0021
993.0	0.00211
993.2	0.00212
993.4	0.00212
993.6	0.00213
993.8	0.00214
994.0	0.00214
994.2	0.00214
994.4	0.00215
994.6	0.00215
994.8	0.00215
995.0	0.00217
995.2	0.00219
995.4	0.0022
995.6	0.00221
995.8	0.00223
996.0	0.00224
996.2	0.00225
996.4	0.00225
996.6	0.00226
996.8	0.00227
997.0	0.00229
997.2	0.00231
997.4	0.00232
997.6	0.00233
997.8	0.00234
998.0	0.00235
998.2	0.00237
998.4	0.00239
998.6	0.00241
998.8	0.00243
999.0	0.00243
999.2	0.00247
999.4	0.00249
999.6	0.00251
999.8	0.00253
1000.0	0.00255
1000.2	0.00258
1000.4	0.00259
1000.6	0.00262
1000.8	0.00265
1001.0	0.00267
1001.2	0.0027
1001.4	0.00272
1001.6	0.00276
1001.8	0.00278
1002.0	0.0028
1002.2	0.00284
1002.4	0.00287
1002.6	0.0029
1002.8	0.00293
1003.0	0.00298
1003.2	0.00301
1003.4	0.00304
1003.6	0.00309
1003.8	0.00314
1004.0	0.00317
1004.2	0.00321
1004.4	0.00326
1004.6	0.00331
1004.8	0.00336
1005.0	0.0034
1005.2	0.0034
1005.4	0.00346
1005.6	0.00352
1005.8	0.00357
1006.0	0.00364
1006.2	0.00366
1006.4	0.00376
1006.6	0.00381
1006.8	0.00388
1007.0	0.00395
1007.2	0.004
1007.4	0.00409
1007.6	0.00413
1007.8	0.00423
1008.0	0.00429
1008.2	0.0044
1008.4	0.00447
1008.6	0.00456
1008.8	0.00458
1009.0	0.00474
1009.2	0.00485
1009.4	0.0049
1009.6	0.00502
1009.8	0.00511
1010.0	0.00522
1010.2	0.00534
1010.4	0.00542
1010.6	0.00558
1010.8	0.00569
1011.0	0.00581
1011.2	0.00595
1011.4	0.00604
1011.6	0.00623
1011.8	0.00639
1012.0	0.00652
1012.2	0.0067
1012.4	0.00681
1012.6	0.007
1012.8	0.00719
1013.0	0.00739
1013.2	0.00762
1013.4	0.00775
1013.6	0.00793
1013.8	0.00819
1014.0	0.00843
1014.2	0.00864
1014.4	0.00887
1014.6	0.00909
1014.8	0.00943
1015.0	0.00968
1015.2	0.00997
1015.4	0.01026
1015.6	0.01058
1015.8	0.01091
1016.0	0.01129
1016.2	0.01158
1016.4	0.01194
1016.6	0.01239
1016.8	0.01281
1017.0	0.01329
1017.2	0.01367
1017.4	0.01403
1017.6	0.01452
1017.8	0.01512
1018.0	0.0157
1018.2	0.01617
1018.4	0.01675
1018.6	0.01735
1018.8	0.01812
1019.0	0.01874
1019.2	0.01954
1019.4	0.0202
1019.6	0.02095
1019.8	0.02179
1020.0	0.02267
1020.2	0.02366
1020.4	0.02436
1020.6	0.02544
1020.8	0.02655
1021.0	0.02776
1021.2	0.02879
1021.4	0.0301
1021.6	0.03125
1021.8	0.03251
1022.0	0.03394
1022.2	0.03549
1022.4	0.03691
1022.6	0.03828
1022.8	0.03985
1023.0	0.04175
1023.2	0.04375
1023.4	0.04536
1023.6	0.04712
1023.8	0.04918
1024.0	0.05102
1024.2	0.05342
1024.4	0.05587
1024.6	0.05781
1024.8	0.05967
1025.0	0.061
1025.2	0.06258
1025.4	0.06473
1025.6	0.06716
1025.8	0.06976
1026.0	0.07153
1026.2	0.07341
1026.4	0.07622
1026.6	0.07906
1026.8	0.08076
1027.0	0.08229
1027.2	0.08446
1027.4	0.08637
1027.6	0.08788
1027.8	0.08977
1028.0	0.09116
1028.2	0.09172
1028.4	0.09285
1028.6	0.09388
1028.8	0.0951
1029.0	0.095
1029.2	0.0951
1029.4	0.09533
1029.6	0.09467
1029.8	0.09466
1030.0	0.09443
1030.2	0.09385
1030.4	0.09278
1030.6	0.0918
1030.8	0.09104
1031.0	0.09002
1031.2	0.08886
1031.4	0.0882
1031.6	0.08667
1031.8	0.08499
1032.0	0.08388
1032.2	0.08295
1032.4	0.0814
1032.6	0.07978
1032.8	0.0785
1033.0	0.07676
1033.2	0.0752
1033.4	0.07412
1033.6	0.07322
1033.8	0.0716
1034.0	0.07006
1034.2	0.06909
1034.4	0.0676
1034.6	0.06657
1034.8	0.06548
1035.0	0.0642
1035.2	0.0632
1035.4	0.06224
1035.6	0.06102
1035.8	0.06021
1036.0	0.05922
1036.2	0.05851
1036.4	0.05746
1036.6	0.05665
1036.8	0.05583
1037.0	0.05486
1037.2	0.05422
1037.4	0.05365
1037.6	0.05285
1037.8	0.0521
1038.0	0.05149
1038.2	0.05098
1038.4	0.05033
1038.6	0.04978
1038.8	0.04947
1039.0	0.04893
1039.2	0.04829
1039.4	0.04795
1039.6	0.04742
1039.8	0.04694
1040.0	0.0467
1040.2	0.04621
1040.4	0.04598
1040.6	0.04568
1040.8	0.04534
1041.0	0.04509
1041.2	0.04485
1041.4	0.04477
1041.6	0.04451
1041.8	0.04427
1042.0	0.04396
1042.2	0.04381
1042.4	0.04361
1042.6	0.0437
1042.8	0.04346
1043.0	0.0435
1043.2	0.04341
1043.4	0.04313
1043.6	0.04316
1043.8	0.04322
1044.0	0.04335
1044.2	0.04327
1044.4	0.04341
1044.6	0.04317
1044.8	0.04342
1045.0	0.04308
1045.2	0.04266
1045.4	0.04291
1045.6	0.04345
1045.8	0.04307
1046.0	0.04328
1046.2	0.04348
1046.4	0.04343
1046.6	0.04373
1046.8	0.04391
1047.0	0.04416
1047.2	0.04459
1047.4	0.04479
1047.6	0.04489
1047.8	0.04509
1048.0	0.04553
1048.2	0.04541
1048.4	0.04607
1048.6	0.04638
1048.8	0.04679
1049.0	0.04706
1049.2	0.0476
1049.4	0.04767
1049.6	0.04809
1049.8	0.04873
1050.0	0.04919
1050.2	0.04969
1050.4	0.05024
1050.6	0.05067
1050.8	0.05134
1051.0	0.05177
1051.2	0.05219
1051.4	0.05285
1051.6	0.05338
1051.8	0.05406
1052.0	0.05484
1052.2	0.05531
1052.4	0.05588
1052.6	0.05675
1052.8	0.05749
1053.0	0.05828
1053.2	0.05913
1053.4	0.0598
1053.6	0.0607
1053.8	0.06182
1054.0	0.06264
1054.2	0.06363
1054.4	0.06451
1054.6	0.06542
1054.8	0.06655
1055.0	0.06769
1055.2	0.06846
1055.4	0.07006
1055.6	0.07109
1055.8	0.07252
1056.0	0.0736
1056.2	0.07481
1056.4	0.07651
1056.6	0.07751
1056.8	0.07889
1057.0	0.0805
1057.2	0.08203
1057.4	0.08322
1057.6	0.0851
1057.8	0.08652
1058.0	0.08822
1058.2	0.09034
1058.4	0.0919
1058.6	0.09362
1058.8	0.09551
1059.0	0.09735
1059.2	0.09969
1059.4	0.10167
1059.6	0.10387
1059.8	0.10663
1060.0	0.10829
1060.2	0.11045
1060.4	0.11269
1060.6	0.11452
1060.8	0.11749
1061.0	0.12009
1061.2	0.12265
1061.4	0.12589
1061.6	0.12845
1061.8	0.13115
1062.0	0.13453
1062.2	0.13706
1062.4	0.13999
1062.6	0.14305
1062.8	0.14616
1063.0	0.14911
1063.2	0.15286
1063.4	0.15628
1063.6	0.16022
1063.8	0.16337
1064.0	0.16733
1064.2	0.17047
1064.4	0.17401
1064.6	0.17823
1064.8	0.18211
1065.0	0.18373
1065.2	0.187
1065.4	0.19004
1065.6	0.19461
1065.8	0.20015
1066.0	0.20376
1066.2	0.20891
1066.4	0.21283
1066.6	0.21618
1066.8	0.22111
1067.0	0.22325
1067.2	0.2282
1067.4	0.23265
1067.6	0.23659
1067.8	0.24206
1068.0	0.24733
1068.2	0.25133
1068.4	0.25741
1068.6	0.26126
1068.8	0.26518
1069.0	0.27008
1069.2	0.27309
1069.4	0.27727
1069.6	0.2817
1069.8	0.28497
1070.0	0.29134
1070.2	0.29405
1070.4	0.30058
1070.6	0.30517
1070.8	0.30888
1071.0	0.3142
1071.2	0.31714
1071.4	0.32095
1071.6	0.32446
1071.8	0.3259
1072.0	0.33158
1072.2	0.33456
1072.4	0.33872
1072.6	0.34425
1072.8	0.34735
1073.0	0.35187
1073.2	0.35576
1073.4	0.35772
1073.6	0.36284
1073.8	0.36395
1074.0	0.36714
1074.2	0.36912
1074.4	0.37168
1074.6	0.37493
1074.8	0.3773
1075.0	0.38055
1075.2	0.38605
1075.4	0.38719
1075.6	0.39201
1075.8	0.39409
1076.0	0.39685
1076.2	0.40047
1076.4	0.40234
1076.6	0.4048
1076.8	0.40621
1077.0	0.40858
1077.2	0.41267
1077.4	0.41186
1077.6	0.41721
1077.8	0.41898
1078.0	0.42363
1078.2	0.42668
1078.4	0.42941
1078.6	0.43224
1078.8	0.43558
1079.0	0.43833
1079.2	0.44145
1079.4	0.44386
1079.6	0.44788
1079.8	0.44859
1080.0	0.45292
1080.2	0.45498
1080.4	0.45794
1080.6	0.46232
1080.8	0.46561
1081.0	0.46947
1081.2	0.47305
1081.4	0.47746
1081.6	0.48264
1081.8	0.4857
1082.0	0.48969
1082.2	0.49307
1082.4	0.49701
1082.6	0.50203
1082.8	0.50465
1083.0	0.51033
1083.2	0.5135
1083.4	0.51798
1083.6	0.52121
1083.8	0.52385
1084.0	0.53027
1084.2	0.53323
1084.4	0.53934
1084.6	0.5451
1084.8	0.54834
1085.0	0.55546
1085.2	0.55969
1085.4	0.56531
1085.6	0.56924
1085.8	0.57457
1086.0	0.58035
1086.2	0.58275
1086.4	0.58761
1086.6	0.59221
1086.8	0.59813
1087.0	0.6011
1087.2	0.60537
1087.4	0.61089
1087.6	0.61308
1087.8	0.61982
1088.0	0.62167
1088.2	0.62622
1088.4	0.62838
1088.6	0.63207
1088.8	0.63781
1089.0	0.63962
1089.2	0.64187
1089.4	0.64374
1089.6	0.64424
1089.8	0.64698
1090.0	0.63141
1090.2	0.61443
1090.4	0.61651
1090.6	0.61361
1090.8	0.61409
1091.0	0.61226
1091.2	0.6091
1091.4	0.6086
1091.6	0.60464
1091.8	0.60462
1092.0	0.60195
1092.2	0.59877
1092.4	0.5958
1092.6	0.59003
1092.8	0.58829
1093.0	0.582
1093.2	0.5773
1093.4	0.57318
1093.6	0.56506
1093.8	0.56329
1094.0	0.55332
1094.2	0.54842
1094.4	0.53963
1094.6	0.53208
1094.8	0.52415
1095.0	0.51498
1095.2	0.508
1095.4	0.49827
1095.6	0.49125
1095.8	0.4817
1096.0	0.4738
1096.2	0.46487
1096.4	0.45742
1096.6	0.44897
1096.8	0.43871
1097.0	0.43169
1097.2	0.4218
1097.4	0.4173
1097.6	0.40629
1097.8	0.40075
1098.0	0.39323
1098.2	0.38609
1098.4	0.37795
1098.6	0.37
1098.8	0.36429
1099.0	0.35529
1099.2	0.34947
1099.4	0.34215
1099.6	0.3359
1099.8	0.32807
1100.0	0.32229
1100.2	0.31647
1100.4	0.30871
1100.6	0.3037
1100.8	0.2959
1101.0	0.29266
1101.2	0.28403
1101.4	0.28141
1101.6	0.2731
1101.8	0.26901
1102.0	0.26262
1102.2	0.2567
1102.4	0.25241
1102.6	0.24671
1102.8	0.2424
1103.0	0.23668
1103.2	0.23311
1103.4	0.2283
1103.6	0.22369
1103.8	0.22021
1104.0	0.21603
1104.2	0.2124
1104.4	0.20858
1104.6	0.20459
1104.8	0.2009
1105.0	0.19745
1105.2	0.19343
1105.4	0.19051
1105.6	0.18693
1105.8	0.18481
1106.0	0.18075
1106.2	0.17805
1106.4	0.17652
1106.6	0.17256
1106.8	0.16997
1107.0	0.16798
1107.2	0.16465
1107.4	0.16313
1107.6	0.16072
1107.8	0.1583
1108.0	0.15659
1108.2	0.15389
1108.4	0.15177
1108.6	0.15049
1108.8	0.14826
1109.0	0.14733
1109.2	0.145
1109.4	0.14231
1109.6	0.14181
1109.8	0.13866
1110.0	0.13779
1110.2	0.13535
1110.4	0.1342
1110.6	0.13379
1110.8	0.1322
1111.0	0.12996
1111.2	0.1295
1111.4	0.12817
1111.6	0.12619
1111.8	0.12582
1112.0	0.12494
1112.2	0.1231
1112.4	0.12186
1112.6	0.1219
1112.8	0.11951
1113.0	0.11919
1113.2	0.11763
1113.4	0.11727
1113.6	0.11608
1113.8	0.11527
1114.0	0.11471
1114.2	0.1143
1114.4	0.11287
1114.6	0.11195
1114.8	0.11126
1115.0	0.11138
1115.2	0.11043
1115.4	0.10953
1115.6	0.10909
1115.8	0.10937
1116.0	0.10878
1116.2	0.1076
1116.4	0.10774
1116.6	0.10715
1116.8	0.10633
1117.0	0.10572
1117.2	0.10559
1117.4	0.10564
1117.6	0.10494
1117.8	0.10476
1118.0	0.1044
1118.2	0.10268
1118.4	0.10396
1118.6	0.10353
1118.8	0.10346
1119.0	0.10323
1119.2	0.10227
1119.4	0.10192
1119.6	0.1031
1119.8	0.10213
1120.0	0.10233
1120.2	0.10141
1120.4	0.10312
1120.6	0.10218
1120.8	0.10232
1121.0	0.10192
1121.2	0.10199
1121.4	0.10206
1121.6	0.10213
1121.8	0.1022
1122.0	0.10227
1122.2	0.10238
1122.4	0.1025
1122.6	0.10261
1122.8	0.10272
1123.0	0.10284
1123.2	0.10317
1123.4	0.10351
1123.6	0.10384
1123.8	0.10418
1124.0	0.10451
1124.2	0.10489
1124.4	0.10526
1124.6	0.10563
1124.8	0.10601
1125.0	0.10639
1125.2	0.10684
1125.4	0.1073
1125.6	0.10776
1125.8	0.10822
1126.0	0.10869
1126.2	0.10933
1126.4	0.10998
1126.6	0.11063
1126.8	0.11128
1127.0	0.11194
1127.2	0.11278
1127.4	0.11362
1127.6	0.11447
1127.8	0.11532
1128.0	0.11618
1128.2	0.11702
1128.4	0.11787
1128.6	0.11872
1128.8	0.11958
1129.0	0.12045
1129.2	0.1214
1129.4	0.12235
1129.6	0.12331
1129.8	0.12428
1130.0	0.12526
1130.2	0.12652
1130.4	0.12779
1130.6	0.12908
1130.8	0.13038
1131.0	0.1317
1131.2	0.13317
1131.4	0.13467
1131.6	0.13617
1131.8	0.1377
1132.0	0.13925
1132.2	0.14093
1132.4	0.14264
1132.6	0.14436
1132.8	0.14611
1133.0	0.14788
1133.2	0.1497
1133.4	0.15154
1133.6	0.15341
1133.8	0.1553
1134.0	0.15721
1134.2	0.15933
1134.4	0.16148
1134.6	0.16366
1134.8	0.16587
1135.0	0.16812
1135.2	0.17088
1135.4	0.17369
1135.6	0.17654
