Typical Measured Spectrum of Semrock FF01-650/150 Optical Filter	
"For wavelengths between 320 and 1120 nm, values near or below 3e-7 (Optical Density 6.5) are measurement noise limited."	
"For wavelengths < 320 nm and > 1120 nm, values near or below 3e-6 (Optical Density 5.5) are measurement noise limited. "	
Data format:  Wavelength (nm) <tab> Transmission (0 to 1)	
897.4	4.70E-06
897.6	4.62E-06
897.8	4.55E-06
898	4.48E-06
898.2	4.41E-06
898.4	4.34E-06
898.6	4.28E-06
898.8	4.21E-06
899	4.15E-06
899.2	4.09E-06
899.4	4.05E-06
899.6	4.01E-06
899.8	3.98E-06
900	3.94E-06
900.2	3.90E-06
900.4	3.86E-06
900.6	3.82E-06
900.8	3.78E-06
901	3.76E-06
901.2	3.73E-06
901.4	3.71E-06
901.6	3.69E-06
901.8	3.67E-06
902	3.64E-06
902.2	3.62E-06
902.4	3.60E-06
902.6	3.58E-06
902.8	3.56E-06
903	3.54E-06
903.2	3.53E-06
903.4	3.51E-06
903.6	3.49E-06
903.8	3.48E-06
904	3.46E-06
904.2	3.44E-06
904.4	3.43E-06
904.6	3.41E-06
904.8	3.40E-06
905	3.38E-06
905.2	3.37E-06
905.4	3.35E-06
905.6	3.34E-06
905.8	3.33E-06
906	3.31E-06
906.2	3.30E-06
906.4	3.28E-06
906.6	3.26E-06
906.8	3.24E-06
907	3.22E-06
907.2	3.20E-06
907.4	3.18E-06
907.6	3.16E-06
907.8	3.14E-06
908	3.12E-06
908.2	3.11E-06
908.4	3.10E-06
908.6	3.10E-06
908.8	3.10E-06
909	3.09E-06
909.2	3.09E-06
909.4	3.09E-06
909.6	3.08E-06
909.8	3.08E-06
910	3.06E-06
910.2	3.04E-06
910.4	3.02E-06
910.6	3.00E-06
910.8	2.98E-06
911	2.96E-06
911.2	2.93E-06
911.4	2.91E-06
911.6	2.89E-06
911.8	2.89E-06
912	2.89E-06
912.2	2.89E-06
912.4	2.90E-06
912.6	2.90E-06
912.8	2.91E-06
913	2.91E-06
913.2	2.91E-06
913.4	2.92E-06
913.6	2.93E-06
913.8	2.94E-06
914	2.95E-06
914.2	2.96E-06
914.4	2.97E-06
914.6	2.98E-06
914.8	3.00E-06
915	3.01E-06
915.2	3.02E-06
915.4	3.02E-06
915.6	3.02E-06
915.8	3.01E-06
916	3.01E-06
916.2	3.00E-06
916.4	3.00E-06
916.6	2.99E-06
916.8	2.99E-06
917	2.99E-06
917.2	2.98E-06
917.4	2.97E-06
917.6	2.97E-06
917.8	2.96E-06
918	2.95E-06
918.2	2.95E-06
918.4	2.94E-06
918.6	2.94E-06
918.8	2.93E-06
919	2.94E-06
919.2	2.96E-06
919.4	2.98E-06
919.6	3.00E-06
919.8	3.02E-06
920	3.04E-06
920.2	3.06E-06
920.4	3.08E-06
920.6	3.10E-06
920.8	3.11E-06
921	3.10E-06
921.2	3.10E-06
921.4	3.09E-06
921.6	3.09E-06
921.8	3.08E-06
922	3.08E-06
922.2	3.07E-06
922.4	3.07E-06
922.6	3.09E-06
922.8	3.12E-06
923	3.14E-06
923.2	3.17E-06
923.4	3.20E-06
923.6	3.23E-06
923.8	3.26E-06
924	3.29E-06
924.2	3.32E-06
924.4	3.34E-06
924.6	3.36E-06
924.8	3.37E-06
925	3.39E-06
925.2	3.41E-06
925.4	3.42E-06
925.6	3.44E-06
925.8	3.46E-06
926	3.48E-06
926.2	3.49E-06
926.4	3.51E-06
926.6	3.53E-06
926.8	3.55E-06
927	3.57E-06
927.2	3.59E-06
927.4	3.61E-06
927.6	3.63E-06
927.8	3.65E-06
928	3.68E-06
928.2	3.73E-06
928.4	3.77E-06
928.6	3.81E-06
928.8	3.85E-06
929	3.90E-06
929.2	3.94E-06
929.4	3.99E-06
929.6	4.03E-06
929.8	4.09E-06
930	4.15E-06
930.2	4.21E-06
930.4	4.27E-06
930.6	4.33E-06
930.8	4.39E-06
931	4.45E-06
931.2	4.51E-06
931.4	4.58E-06
931.6	4.58E-06
931.8	4.57E-06
932	4.56E-06
932.2	4.63E-06
932.4	4.69E-06
932.6	4.75E-06
932.8	4.82E-06
933	4.89E-06
933.2	4.95E-06
933.4	5.02E-06
933.6	5.09E-06
933.8	5.16E-06
934	5.23E-06
934.2	5.31E-06
934.4	5.38E-06
934.6	5.45E-06
934.8	5.59E-06
935	5.73E-06
935.2	5.88E-06
935.4	6.03E-06
935.6	6.19E-06
935.8	6.35E-06
936	6.51E-06
936.2	6.68E-06
936.4	6.85E-06
936.6	7.03E-06
936.8	7.21E-06
937	7.39E-06
937.2	7.58E-06
937.4	7.78E-06
937.6	7.98E-06
937.8	8.18E-06
938	8.39E-06
938.2	8.61E-06
938.4	8.90E-06
938.6	9.21E-06
938.8	9.52E-06
939	9.85E-06
939.2	1.02E-05
939.4	1.05E-05
939.6	1.09E-05
939.8	1.13E-05
940	1.17E-05
940.2	1.21E-05
940.4	1.25E-05
940.6	1.29E-05
940.8	1.33E-05
941	1.38E-05
941.2	1.43E-05
941.4	1.48E-05
941.6	1.53E-05
941.8	1.58E-05
942	1.66E-05
942.2	1.74E-05
942.4	1.83E-05
942.6	1.92E-05
942.8	2.02E-05
943	2.12E-05
943.2	2.22E-05
943.4	2.34E-05
943.6	2.45E-05
943.8	2.57E-05
944	2.70E-05
944.2	2.84E-05
944.4	2.98E-05
944.6	3.13E-05
944.8	3.29E-05
945	3.45E-05
945.2	3.62E-05
945.4	3.81E-05
945.6	4.04E-05
945.8	4.28E-05
946	4.54E-05
946.2	4.82E-05
946.4	5.11E-05
946.6	5.42E-05
946.8	5.74E-05
947	6.09E-05
947.2	6.46E-05
947.4	6.85E-05
947.6	7.26E-05
947.8	7.70E-05
948	8.17E-05
948.2	8.66E-05
948.4	9.19E-05
948.6	9.74E-05
948.8	1.03E-04
949	1.09E-04
949.2	1.13E-04
949.4	1.16E-04
949.6	1.20E-04
949.8	1.24E-04
950	1.28E-04
950.2	1.32E-04
950.4	1.36E-04
950.6	1.41E-04
950.8	1.45E-04
951	1.50E-04
951.2	1.55E-04
951.4	1.60E-04
951.6	1.59E-04
951.8	1.55E-04
952	1.51E-04
952.2	1.48E-04
952.4	1.44E-04
952.6	1.41E-04
952.8	1.37E-04
953	1.34E-04
953.2	1.31E-04
953.4	1.28E-04
953.6	1.25E-04
953.8	1.22E-04
954	1.19E-04
954.2	1.16E-04
954.4	1.13E-04
954.6	1.10E-04
954.8	1.08E-04
955	1.05E-04
955.2	1.02E-04
955.4	9.83E-05
955.6	9.52E-05
955.8	9.22E-05
956	8.93E-05
956.2	8.65E-05
956.4	8.38E-05
956.6	8.11E-05
956.8	7.86E-05
957	7.61E-05
957.2	7.37E-05
957.4	7.14E-05
957.6	6.91E-05
957.8	6.69E-05
958	6.48E-05
958.2	6.28E-05
958.4	6.08E-05
958.6	5.89E-05
958.8	5.70E-05
959	5.52E-05
959.2	5.35E-05
959.4	5.18E-05
959.6	5.02E-05
959.8	4.86E-05
960	4.79E-05
960.2	4.71E-05
960.4	4.64E-05
960.6	4.57E-05
960.8	4.50E-05
961	4.43E-05
961.2	4.36E-05
961.4	4.29E-05
961.6	4.22E-05
961.8	4.16E-05
962	4.09E-05
962.2	4.03E-05
962.4	3.96E-05
962.6	3.90E-05
962.8	3.84E-05
963	3.78E-05
963.2	3.72E-05
963.4	3.66E-05
963.6	3.61E-05
963.8	3.55E-05
964	3.50E-05
964.2	3.44E-05
964.4	3.39E-05
964.6	3.33E-05
964.8	3.31E-05
965	3.31E-05
965.2	3.31E-05
965.4	3.31E-05
965.6	3.31E-05
965.8	3.32E-05
966	3.32E-05
966.2	3.32E-05
966.4	3.32E-05
966.6	3.32E-05
966.8	3.32E-05
967	3.32E-05
967.2	3.32E-05
967.4	3.32E-05
967.6	3.32E-05
967.8	3.33E-05
968	3.33E-05
968.2	3.33E-05
968.4	3.33E-05
968.6	3.33E-05
968.8	3.33E-05
969	3.33E-05
969.2	3.33E-05
969.4	3.33E-05
969.6	3.34E-05
969.8	3.36E-05
970	3.39E-05
970.2	3.41E-05
970.4	3.44E-05
970.6	3.46E-05
970.8	3.49E-05
971	3.52E-05
971.2	3.54E-05
971.4	3.57E-05
971.6	3.60E-05
971.8	3.63E-05
972	3.65E-05
972.2	3.68E-05
972.4	3.71E-05
972.6	3.74E-05
972.8	3.77E-05
973	3.79E-05
973.2	3.82E-05
973.4	3.85E-05
973.6	3.88E-05
973.8	3.91E-05
974	3.94E-05
974.2	3.97E-05
974.4	4.00E-05
974.6	4.03E-05
974.8	4.06E-05
975	4.09E-05
975.2	4.12E-05
975.4	4.15E-05
975.6	4.19E-05
975.8	4.23E-05
976	4.27E-05
976.2	4.32E-05
976.4	4.36E-05
976.6	4.41E-05
976.8	4.45E-05
977	4.50E-05
977.2	4.55E-05
977.4	4.59E-05
977.6	4.64E-05
977.8	4.69E-05
978	4.74E-05
978.2	4.78E-05
978.4	4.83E-05
978.6	4.88E-05
978.8	4.93E-05
979	4.99E-05
979.2	5.03E-05
979.4	5.08E-05
979.6	5.13E-05
979.8	5.18E-05
980	5.23E-05
980.2	5.29E-05
980.4	5.34E-05
980.6	5.39E-05
980.8	5.44E-05
981	5.49E-05
981.2	5.55E-05
981.4	5.60E-05
981.6	5.66E-05
981.8	5.71E-05
982	5.77E-05
982.2	5.83E-05
982.4	5.88E-05
982.6	5.94E-05
982.8	6.00E-05
983	6.06E-05
983.2	6.12E-05
983.4	6.18E-05
983.6	6.24E-05
983.8	6.30E-05
984	6.36E-05
